EPSG,ESRI
4318,"GEOGCS[""NGN"",DATUM[""D_NGN"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]]"
4319,"GEOGCS[""KUDAMS"",DATUM[""D_Kuwait_Utility"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]]"
4322,"GEOGCS[""WGS 72"",DATUM[""D_WGS_1972"",SPHEROID[""WGS_1972"",6378135,298.26]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]]"
4324,"GEOGCS[""WGS 72BE"",DATUM[""D_WGS_1972_BE"",SPHEROID[""WGS_1972"",6378135,298.26]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]]"
4326,"GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]]"
4328,"GEOCCS[""WGS 84 (geocentric)"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4330,"GEOCCS[""ITRF88 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_1988"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4331,"GEOCCS[""ITRF89 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_1989"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4332,"GEOCCS[""ITRF90 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_1990"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4333,"GEOCCS[""ITRF91 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_1991"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4334,"GEOCCS[""ITRF92 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4335,"GEOCCS[""ITRF93 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_1993"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4336,"GEOCCS[""ITRF94 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_1994"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4337,"GEOCCS[""ITRF96 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_1996"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4338,"GEOCCS[""ITRF97 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_1997"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4340,"GEOCCS[""Australian Antarctic (geocentric)"",DATUM[""D_Australian_Antarctic_1998"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4342,"GEOCCS[""EST97 (geocentric)"",DATUM[""D_Estonia_1997"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4344,"GEOCCS[""CHTRF95 (geocentric)"",DATUM[""D_Swiss_TRF_1995"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4346,"GEOCCS[""ETRS89 (geocentric)"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4348,"GEOCCS[""GDA94 (geocentric)"",DATUM[""D_GDA_1994"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4350,"GEOCCS[""Hartebeesthoek94 (geocentric)"",DATUM[""D_Hartebeesthoek_1994"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4352,"GEOCCS[""IRENET95 (geocentric)"",DATUM[""D_IRENET95"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4354,"GEOCCS[""JGD2000 (geocentric)"",DATUM[""D_JGD_2000"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4356,"GEOCCS[""LKS94 (ETRS89) (geocentric)"",DATUM[""D_Lithuania_1994"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4358,"GEOCCS[""Moznet (geocentric)"",DATUM[""D_Moznet"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4360,"GEOCCS[""NAD83(CSRS) (geocentric)"",DATUM[""D_North_American_1983_CSRS98"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4362,"GEOCCS[""NAD83(HARN) (geocentric)"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4364,"GEOCCS[""NZGD2000 (geocentric)"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4366,"GEOCCS[""POSGAR 98 (geocentric)"",DATUM[""D_POSGAR_1998"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4368,"GEOCCS[""REGVEN (geocentric)"",DATUM[""D_REGVEN"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4370,"GEOCCS[""RGF93 (geocentric)"",DATUM[""D_RGF_1993"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4372,"GEOCCS[""RGFG95 (geocentric)"",DATUM[""D_RGFG_1995"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4374,"GEOCCS[""RGR92 (geocentric)"",DATUM[""D_RGR_1992"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4376,"GEOCCS[""SIRGAS (geocentric)"",DATUM[""D_SIRGAS"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4378,"GEOCCS[""SWEREF99 (geocentric)"",DATUM[""D_SWEREF99"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4380,"GEOCCS[""Yemen NGN96 (geocentric)"",DATUM[""D_Yemen_NGN_1996"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4382,"GEOCCS[""RGNC 1991 (geocentric)"",DATUM[""D_RGNC_1991"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4384,"GEOCCS[""RRAF 1991 (geocentric)"",DATUM[""D_RRAF_1991"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4385,"GEOCCS[""ITRF2000 (geocentric)"",DATUM[""D_International_Terrestrial_Reference_Frame_2000"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4387,"GEOCCS[""ISN93 (geocentric)"",DATUM[""D_Islands_Network_1993"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4389,"GEOCCS[""LKS92 (geocentric)"",DATUM[""D_Latvia_1992"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Meter"",1]]"
4399,"PROJCS[""NAD27_BLM_59N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",171],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4400,"PROJCS[""NAD27_BLM_60N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",177],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4401,"PROJCS[""NAD27_BLM_1N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-177],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4402,"PROJCS[""NAD27_BLM_2N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-171],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4403,"PROJCS[""NAD27_BLM_3N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-165],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4404,"PROJCS[""NAD27_BLM_4N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-159],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4405,"PROJCS[""NAD27_BLM_5N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-153],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4406,"PROJCS[""NAD27_BLM_6N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-147],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4407,"PROJCS[""NAD27_BLM_7N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-141],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4408,"PROJCS[""NAD27_BLM_8N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-135],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4409,"PROJCS[""NAD27_BLM_9N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-129],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4410,"PROJCS[""NAD27_BLM_10N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-123],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4411,"PROJCS[""NAD27_BLM_11N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-117],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4412,"PROJCS[""NAD27_BLM_12N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4413,"PROJCS[""NAD27_BLM_13N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-105],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4414,"PROJCS[""NAD83_HARN_Guam_Map_Grid"",GEOGCS[""GCS_NAD83(HARN)"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",13.5],PARAMETER[""central_meridian"",144.75],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",100000],PARAMETER[""false_northing"",200000],UNIT[""Meter"",1]]"
4415,"PROJCS[""Katanga_1955_Katanga_Lambert"",GEOGCS[""GCS_Katanga 1955"",DATUM[""D_Katanga_1955"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""standard_parallel_1"",-6.5],PARAMETER[""standard_parallel_2"",-11.5],PARAMETER[""latitude_of_origin"",-9],PARAMETER[""central_meridian"",26],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",500000],UNIT[""Meter"",1]]"
4417,"PROJCS[""Pulkovo_1942_83_3_degree_Gauss_Kruger_zone_7"",GEOGCS[""GCS_Pulkovo 1942(83)"",DATUM[""D_Pulkovo_1942_Adj_1983"",SPHEROID[""Krasovsky_1940"",6378245,298.3]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",21],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",7500000],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
4418,"PROJCS[""NAD27_BLM_18N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-75],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4419,"PROJCS[""NAD27_BLM_19N_ftUS"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-69],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4420,"PROJCS[""NAD83_BLM_60N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",177],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4421,"PROJCS[""NAD83_BLM_1N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-177],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4422,"PROJCS[""NAD83_BLM_2N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-171],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4423,"PROJCS[""NAD83_BLM_3N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-165],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4424,"PROJCS[""NAD83_BLM_4N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-159],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4425,"PROJCS[""NAD83_BLM_5N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-153],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4426,"PROJCS[""NAD83_BLM_6N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-147],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4427,"PROJCS[""NAD83_BLM_7N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-141],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4428,"PROJCS[""NAD83_BLM_8N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-135],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4429,"PROJCS[""NAD83_BLM_9N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-129],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4430,"PROJCS[""NAD83_BLM_10N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-123],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4431,"PROJCS[""NAD83_BLM_11N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-117],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4432,"PROJCS[""NAD83_BLM_12N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4433,"PROJCS[""NAD83_BLM_13N_ftUS"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137,298.257222101]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-105],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1640416.67],PARAMETER[""false_northing"",0],UNIT[""Foot_US"",0.30480060960121924]]"
4434,"PROJCS[""Pulkovo_1942_83_3_degree_Gauss_Kruger_zone_8"",GEOGCS[""GCS_Pulkovo 1942(83)"",DATUM[""D_Pulkovo_1942_Adj_1983"",SPHEROID[""Krasovsky_1940"",6378245,298.3]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",24],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",8500000],PARAMETER[""false_northing"",0],UNIT[""Meter"",1]]"
